,Strain,Site,Project,Species,Host.family..plant..or.order.or.class..lichen.,Plant.or.Lichen.host,Site.Host,RICHNESS,ln_richness,Location,Habitat,Latitude,Longitude,Mean_annual_temperature,Mean_precipitation_driest_quarter,Mean_precipitation_wettest_quarter,Mean_annual_precipitation
4419,SY0882,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4420,SY0883A,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4421,SY0885,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4422,SY0886,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4423,SY0888,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4424,SY0889A,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4425,SY0889B,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4426,SY0890,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4427,SY0913A,"Tucson, Swan/Rillito",Arizona,Malva parvifolia,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4428,SY0917,"Tucson, Swan/Rillito",Arizona,Malva parvifolia,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4429,SY0918A,"Tucson, Swan/Rillito",Arizona,Malva parvifolia,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4430,SY0920A,"Tucson, Swan/Rillito",Arizona,Malva parvifolia,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4431,SY0921A,"Tucson, Swan/Rillito",Arizona,Malva parvifolia,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4432,SY0922A,"Tucson, Swan/Rillito",Arizona,Malva parvifolia,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4433,SY0923A,"Tucson, Swan/Rillito",Arizona,Malva parvifolia,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4434,SY0951,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4435,SY0953A,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4436,SY0953B,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4437,SY0954,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4438,SY0956,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4439,SY0957,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4440,SY0959,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4441,SY0961,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4442,SY0962,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4443,SY0963,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4444,SY0964,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4445,SY0965,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4446,SY0966A,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4447,SY0967,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4448,SY0968,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4449,SY0969,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4450,SY0970A,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4451,SY0974A,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4452,SY0975,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4453,SY0976,"Tucson, Swan/Rillito",Arizona,Solanum sp.,Solanaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4454,SY0985A,"Tucson, Swan/Rillito",Arizona,Sisymbrium irio,Brassicaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4455,SY0986A,"Tucson, Swan/Rillito",Arizona,Sisymbrium irio,Brassicaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4456,SY0987A,"Tucson, Swan/Rillito",Arizona,Sisymbrium irio,Brassicaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4457,SY0988,"Tucson, Swan/Rillito",Arizona,Sisymbrium irio,Brassicaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4458,SY0989,"Tucson, Swan/Rillito",Arizona,Sisymbrium irio,Brassicaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4459,SY0990,"Tucson, Swan/Rillito",Arizona,Sisymbrium irio,Brassicaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4460,SY0991,"Tucson, Swan/Rillito",Arizona,Sisymbrium irio,Brassicaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4461,SY0994,"Tucson, Swan/Rillito",Arizona,Sisymbrium irio,Brassicaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4462,SY0995,"Tucson, Swan/Rillito",Arizona,Sisymbrium irio,Brassicaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4463,SY1017,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4464,SY1018,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4465,SY1020,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4466,SY1021,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4467,SY1022,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4468,SY1024,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4469,SY1025,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4470,SY1028A,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4471,SY1036,"Tucson, Swan/Rillito",Arizona,Cenchrus ciliaris,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4472,SY1037,"Tucson, Swan/Rillito",Arizona,Cenchrus ciliaris,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4473,SY1038,"Tucson, Swan/Rillito",Arizona,Cenchrus ciliaris,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4474,SY1039,"Tucson, Swan/Rillito",Arizona,Cenchrus ciliaris,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4475,SY1040,"Tucson, Swan/Rillito",Arizona,Cenchrus ciliaris,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4476,SY1041,"Tucson, Swan/Rillito",Arizona,Cenchrus ciliaris,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4477,SY1042,"Tucson, Swan/Rillito",Arizona,Cenchrus ciliaris,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4478,SY1043,"Tucson, Swan/Rillito",Arizona,Cenchrus ciliaris,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4479,SY1044,"Tucson, Swan/Rillito",Arizona,Cenchrus ciliaris,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4480,SY1056,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4481,SY1057,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4482,SY1058,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4483,SY1059,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4484,SY1061A,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4485,SY1062,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4486,SY1063,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4487,SY1064,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4488,SY1066,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4489,SY1068A,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4490,SY1069A,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4491,SY1070,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4492,SY1071A,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4493,SY1072A,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4494,SY1073A,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4495,SY1073B,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4496,SY1074A,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4497,SY1075,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4498,SY1077,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4499,SY1079,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4500,SY1080,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4501,SY1085,"Tucson, Swan/Rillito",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4502,SY1106,"Tucson, First/River/CAC",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4504,SY1107,"Tucson, First/River/CAC",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4506,SY1108,"Tucson, First/River/CAC",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4508,SY1109,"Tucson, First/River/CAC",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4510,SY1112,"Tucson, First/River/CAC",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4512,SY1114A,"Tucson, First/River/CAC",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4514,SY1115A,"Tucson, First/River/CAC",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4516,SY1116,"Tucson, First/River/CAC",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4518,SY1117,"Tucson, First/River/CAC",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4520,SY1118,"Tucson, First/River/CAC",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4522,SY1120,"Tucson, First/River/CAC",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4524,SY1123,"Tucson, First/River/CAC",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4526,SY1124A,"Tucson, First/River/CAC",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4528,SY1125,"Tucson, First/River/CAC",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4530,SY1134,"Tucson, First/River/CAC",Arizona,Cynodon dactylon,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4532,SY1185A,"Tucson, First/River/CAC",Arizona,Lactuca serriola,Asteraceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4534,SY1196,"Tucson, First/River/CAC",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4536,SY1197A,"Tucson, First/River/CAC",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4538,SY1203,"Tucson, First/River/CAC",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4540,SY1205A,"Tucson, First/River/CAC",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4542,SY1207A,"Tucson, First/River/CAC",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4544,SY1211,"Tucson, First/River/CAC",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4546,SY1212,"Tucson, First/River/CAC",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4548,SY1213A,"Tucson, First/River/CAC",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4550,SY1216,"Tucson, First/River/CAC",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4552,SY1219,"Tucson, First/River/CAC",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4554,SY1221,"Tucson, First/River/CAC",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4556,SY1223,"Tucson, First/River/CAC",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4558,SY1246,"Tucson, First/River/CAC",Arizona,Cenchrus ciliaris,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4560,SY1247,"Tucson, First/River/CAC",Arizona,Cenchrus ciliaris,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4562,SY1248A,"Tucson, First/River/CAC",Arizona,Cenchrus ciliaris,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.28,-110.97,20.6,5,56,26
4564,SY1250A,"Tucson, First/River/CAC",Arizona,Cenchrus ciliaris,Poaceae,Plant-angiosperm,"Tucson, First/River/CAC_Plant-angiosperm",15,2.708050201,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
